time,tavg,tmin,tmax,prcp,,,,,
04-01-2008,20.8,13.3,29.5,,,,,,
05-01-2008,21.6,14.5,30.1,,,,,,
06-01-2008,21.6,15.5,29.6,,,,,,
07-01-2008,21.4,14.3,29.7,,,,,,
08-01-2008,21.1,13.8,30.3,,,,,,
09-01-2008,22.4,13.9,32,,,,,,
10-01-2008,22.6,14.7,31.9,,,,,,
11-01-2008,23.6,15.4,32.8,,,,,,
12-01-2008,24,16.3,34,,,,,,
13-01-2008,22.9,17.3,30.3,,,,,,
14-01-2008,22.4,15.5,30.5,,,,,,
15-01-2008,22.6,17.9,29.9,,,,,,
16-01-2008,22.2,16.2,31,,,,,,
17-01-2008,21.9,14.3,30.1,,,,,,
18-01-2008,23.3,14.9,32.5,,,,,,
19-01-2008,23.4,15.7,31.8,,,,,,
20-01-2008,24.2,17.8,33,,,,,,
21-01-2008,24.3,17.5,31.4,,,,,,
22-01-2008,23.8,19.1,30.6,,,,,,
23-01-2008,23.5,20,30.8,,,,,,
24-01-2008,22.3,17.1,28.1,,,,,,
25-01-2008,20.4,,26.7,,,,,,
26-01-2008,18.2,17,21.7,20.1,,,,,
27-01-2008,17.5,,,7.9,,,,,
28-01-2008,17.6,14.6,,0.3,,,,,
29-01-2008,20.6,13.9,28.3,0,,,,,
30-01-2008,23.2,14.6,30.1,,,,,,
31-01-2008,18.7,16.2,24.1,6.1,,,,,
01-02-2008,19,14.8,25,0,,,,,
02-02-2008,19.2,14.9,24.8,,,,,,
03-02-2008,19.9,15,26.8,,,,,,
04-02-2008,21.2,14.9,27,,,,,,
05-02-2008,22.9,18.3,27.7,,,,,,
06-02-2008,23.3,17.9,31.4,,,,,,
07-02-2008,22.8,17.8,32,,,,,,
08-02-2008,24.6,17.5,31.1,,,,,,
09-02-2008,23.2,,28,0.3,,,,,
10-02-2008,21.6,20.2,23.9,24.9,,,,,
11-02-2008,21.7,19.1,26.2,0,,,,,
12-02-2008,22.7,18.1,27.4,,,,,,
13-02-2008,21.2,18.4,27.4,,,,,,
14-02-2008,21.5,16.2,28.1,,,,,,
15-02-2008,22.3,15.3,30.2,,,,,,
16-02-2008,23.2,14.1,32,,,,,,
17-02-2008,23.7,14.9,33.1,,,,,,
18-02-2008,24.9,18.7,33.1,,,,,,
19-02-2008,25.4,21.5,31,,,,,,
20-02-2008,24.5,21.5,32.1,0,,,,,
21-02-2008,22.2,17.4,29.6,23.9,,,,,
22-02-2008,21.9,16.3,,0,,,,,
23-02-2008,23.1,16.7,30.6,,,,,,
24-02-2008,23.3,17.3,32.8,,,,,,
25-02-2008,25.2,18.7,33,,,,,,
26-02-2008,25.2,20.4,32.3,,,,,,
27-02-2008,24.9,21.1,31,,,,,,
28-02-2008,24.9,18.5,31,,,,,,
29-02-2008,24.9,20.1,32.3,,,,,,
01-03-2008,26.2,18.9,34.1,,,,,,
02-03-2008,26.2,18.9,34.3,,,,,,
03-03-2008,26.8,21.5,33.4,,,,,,
04-03-2008,26.2,22.2,34.1,,,,,,
05-03-2008,27.9,21.5,35.6,,,,,,
06-03-2008,29,23.1,36.8,,,,,,
07-03-2008,27.4,22.3,36,,,,,,
08-03-2008,28.4,21.3,36.4,,,,,,
09-03-2008,27.7,22.1,35.5,,,,,,
10-03-2008,28.3,22,35.3,,,,,,
11-03-2008,27.9,23.5,35.1,,,,,,
12-03-2008,29.1,21.8,37,,,,,,
13-03-2008,27.9,23.6,34.2,,,,,,
14-03-2008,28.6,22.9,36.2,,,,,,
15-03-2008,27.9,23,36.7,,,,,,
16-03-2008,27.7,21.4,35.5,,,,,,
17-03-2008,28.3,23,36,,,,,,
18-03-2008,28.1,22.9,35.4,,,,,,
19-03-2008,28.9,24.4,35.3,,,,,,
20-03-2008,28.3,24.1,33.7,,,,,,
21-03-2008,28,22,36.1,0,,,,,
22-03-2008,28.9,22.1,36.7,0,,,,,
23-03-2008,27.3,,34.2,,,,,,
24-03-2008,24.2,23.1,25.7,,,,,,
25-03-2008,27.5,21.2,34.3,,,,,,
26-03-2008,29.2,23.7,37.1,,,,,,
27-03-2008,30.1,25.9,38,,,,,,
28-03-2008,29.7,25.4,38.9,,,,,,
29-03-2008,29.3,25,35.9,,,,,,
30-03-2008,28.7,,37.1,,,,,,
31-03-2008,29.4,24.3,36.8,,,,,,
01-04-2008,26.8,21.7,34.2,1,,,,,
02-04-2008,28.9,21.4,36.7,0,,,,,
03-04-2008,29.7,25.1,36.7,,,,,,
04-04-2008,24.2,,31,,,,,,
05-04-2008,22,19.5,30.5,42.9,,,,,
06-04-2008,26.7,19.3,33.3,3,,,,,
07-04-2008,28.7,22.5,34.5,0,,,,,
08-04-2008,28.5,24,35,,,,,,
09-04-2008,29.4,22.6,36.9,,,,,,
10-04-2008,29.7,22,38.1,,,,,,
11-04-2008,30.6,23.1,40.2,,,,,,
12-04-2008,30.6,24.7,39.4,,,,,,
13-04-2008,29.6,26.3,38.2,,,,,,
14-04-2008,29.1,25.8,34.6,,,,,,
15-04-2008,29.8,25.3,36,,,,,,
16-04-2008,30.4,27,37,,,,,,
17-04-2008,30.9,27.1,38.1,,,,,,
18-04-2008,31.4,26.7,39.2,,,,,,
19-04-2008,31.8,26.1,39.4,,,,,,
20-04-2008,31,26.6,38.1,,,,,,
21-04-2008,31.7,27.3,39.1,,,,,,
22-04-2008,30.9,26.5,38.1,,,,,,
23-04-2008,30.9,26.7,38.5,,,,,,
24-04-2008,30.8,25.8,38.3,,,,,,
25-04-2008,30.3,26.4,38.2,,,,,,
26-04-2008,29.8,26.1,36.6,,,,,,
27-04-2008,30.4,26.4,36.8,,,,,,
28-04-2008,30.4,,36.8,,,,,,
29-04-2008,30.6,26.7,36.5,,,,,,
30-04-2008,30.5,26.6,36.6,,,,,,
01-05-2008,30.3,26.3,37.8,,,,,,
02-05-2008,31.9,27.1,41.8,,,,,,
03-05-2008,33.2,28.3,44,,,,,,
04-05-2008,32.8,27.6,39.9,,,,,,
05-05-2008,32.7,28.4,38.3,,,,,,
06-05-2008,29.7,,37.7,,,,,,
07-05-2008,29.7,21.4,34.7,,,,,,
08-05-2008,30.8,26,36.1,,,,,,
09-05-2008,31.3,26.5,37,,,,,,
10-05-2008,30.3,,37.3,,,,,,
11-05-2008,29.6,,35.8,,,,,,
12-05-2008,30.1,22.4,36,,,,,,
13-05-2008,30.9,24.6,37.8,,,,,,
14-05-2008,31.4,27.6,39.8,,,,,,
15-05-2008,31.1,,38,,,,,,
16-05-2008,31.6,23.5,37.5,,,,,,
17-05-2008,31.9,,40.5,,,,,,
18-05-2008,33.1,27.7,39.1,,,,,,
19-05-2008,32.1,27.8,37.2,3,,,,,
20-05-2008,31.5,27,36.9,0,,,,,
21-05-2008,31,27.2,35.8,0,,,,,
22-05-2008,31.3,25.1,37.4,,,,,,
23-05-2008,27.6,23.3,33.2,11.9,,,,,
24-05-2008,31,23.5,38.1,0.5,,,,,
25-05-2008,30.3,,37.1,0,,,,,
26-05-2008,30.7,25.5,35.4,39.9,,,,,
27-05-2008,29,,37,0,,,,,
28-05-2008,30.9,24.7,36.6,1,,,,,
29-05-2008,31.6,,37.8,0,,,,,
30-05-2008,31.3,26,37.9,,,,,,
31-05-2008,26.4,,30.2,0,,,,,
01-06-2008,29.9,24.6,35.2,30,,,,,
02-06-2008,30.7,26.5,35.8,0,,,,,
03-06-2008,30.7,27.7,35.9,,,,,,
04-06-2008,31.5,27.1,37,,,,,,
05-06-2008,30.1,,36.8,,,,,,
06-06-2008,28.8,21.9,32.3,46,,,,,
07-06-2008,29,24.8,35.1,24.9,,,,,
08-06-2008,27.6,,35,0,,,,,
09-06-2008,27.6,,34.6,7.9,,,,,
10-06-2008,27.7,24.2,33.4,40.9,,,,,
11-06-2008,29.5,25.7,35,0,,,,,
12-06-2008,29.7,26.8,35.2,0,,,,,
13-06-2008,29.7,26.7,35.9,0.3,,,,,
14-06-2008,29.3,,33.6,0.8,,,,,
15-06-2008,27.1,24.5,29.5,21.1,,,,,
16-06-2008,25.1,,26.4,23.9,,,,,
17-06-2008,25.1,23.4,26,45,,,,,
18-06-2008,26.3,24.1,27.5,8.9,,,,,
19-06-2008,28.8,25.3,32,0.5,,,,,
20-06-2008,29.5,,34,0,,,,,
21-06-2008,27.7,,34.8,,,,,,
22-06-2008,27.7,24.4,33.3,,,,,,
23-06-2008,27.6,,,,,,,,
24-06-2008,26.4,24.8,28.6,,,,,,
25-06-2008,28.1,25.6,32.1,,,,,,
26-06-2008,27.7,25.3,31.2,,,,,,
27-06-2008,27,,29.5,,,,,,
28-06-2008,26.8,24.8,35,32,,,,,
29-06-2008,28.2,25,32.1,7.1,,,,,
30-06-2008,29.2,,32.6,0,,,,,
01-07-2008,28.1,,30.6,0.3,,,,,
02-07-2008,28.2,,35,0,,,,,
03-07-2008,27.3,24.5,34,8.9,,,,,
04-07-2008,28.6,25.6,32,21.1,,,,,
05-07-2008,28.4,,33.4,0,,,,,
06-07-2008,27.7,,30.1,7.9,,,,,
07-07-2008,27.6,24.6,30.7,7.9,,,,,
08-07-2008,27.8,25.5,32.7,0.5,,,,,
09-07-2008,28.1,24.9,32.4,13,,,,,
10-07-2008,29.2,,33.4,0,,,,,
11-07-2008,28.4,26.6,34,14,,,,,
12-07-2008,28.4,25.7,33.7,0.8,,,,,
13-07-2008,27.1,,34.4,0.3,,,,,
14-07-2008,28.3,24.6,34.4,18,,,,,
15-07-2008,28,,33,0,,,,,
16-07-2008,27.3,23.7,33,45,,,,,
17-07-2008,29.3,23.4,33,23.1,,,,,
18-07-2008,27.3,,,0,,,,,
19-07-2008,28.9,24.5,34.6,4.1,,,,,
20-07-2008,29.6,25.7,34.8,0,,,,,
21-07-2008,28.7,26.4,33.5,0.3,,,,,
22-07-2008,29.4,26.3,34.1,0.5,,,,,
23-07-2008,28.5,,34.3,0,,,,,
24-07-2008,28.4,24.8,33.7,13,,,,,
25-07-2008,28.6,24.9,32,3,,,,,
26-07-2008,27.7,,31.7,0.3,,,,,
27-07-2008,26.7,25.2,31.2,3,,,,,
28-07-2008,27.7,25.5,31.6,42.9,,,,,
29-07-2008,29.2,25.6,32.5,4.1,,,,,
30-07-2008,26.3,,31.8,0,,,,,
31-07-2008,28.8,24.6,33.5,18,,,,,
01-08-2008,29.5,26.1,34,0,,,,,
02-08-2008,28.2,,32.5,0.3,,,,,
03-08-2008,28.2,26,31.7,22.1,,,,,
04-08-2008,28.9,26.4,32.8,5.1,,,,,
05-08-2008,28.9,26.1,32.8,6.1,,,,,
06-08-2008,28.6,26.8,31.9,6.1,,,,,
07-08-2008,27.5,,33.7,2,,,,,
08-08-2008,26.9,24.4,30.1,37.1,,,,,
09-08-2008,27,25.5,30.6,15,,,,,
10-08-2008,27.2,25.4,32,26.9,,,,,
11-08-2008,29.6,25.4,33.5,108,,,,,
12-08-2008,29.9,27,34,0,,,,,
13-08-2008,28.9,27.5,31,,,,,,
14-08-2008,26.9,,29,0,,,,,
15-08-2008,27.5,,33.4,2,,,,,
16-08-2008,27.9,25.3,32.2,3,,,,,
17-08-2008,28.7,24.6,32.4,23.9,,,,,
18-08-2008,28.6,26.7,33.8,2,,,,,
19-08-2008,27.7,,31.6,0,,,,,
20-08-2008,26.6,24.5,30.1,8.9,,,,,
21-08-2008,24.7,,26.4,10.9,,,,,
22-08-2008,26.7,23.6,29.5,58.9,,,,,
23-08-2008,27.5,25.2,31.3,3,,,,,
24-08-2008,28.2,25.3,32.3,23.9,,,,,
25-08-2008,28.3,25.6,32.5,16,,,,,
26-08-2008,28.8,25.7,32.8,1,,,,,
27-08-2008,29.6,25.8,34.5,5.1,,,,,
28-08-2008,29.7,26.6,33.8,0,,,,,
29-08-2008,28,,34,,,,,,
30-08-2008,28.2,25.3,33.3,,,,,,
31-08-2008,29.3,25.6,34.2,,,,,,
01-09-2008,28.9,,34.4,,,,,,
02-09-2008,29.7,25.4,35.1,,,,,,
03-09-2008,27.9,,32.3,2,,,,,
04-09-2008,27.7,,34.3,10.9,,,,,
05-09-2008,28.4,24,32.4,13,,,,,
06-09-2008,27.1,25,34.5,10.9,,,,,
07-09-2008,29.1,24.7,33.5,13,,,,,
08-09-2008,27.8,,32.2,0,,,,,
09-09-2008,28,25.5,32.2,1,,,,,
10-09-2008,27,25.6,31.5,16,,,,,
11-09-2008,27.6,24.7,31.6,38.1,,,,,
12-09-2008,28.3,25.8,32.7,0.8,,,,,
13-09-2008,27,25.8,30.4,3,,,,,
14-09-2008,28.8,24.6,33.6,19.1,,,,,
15-09-2008,25.2,24.5,26,7.1,,,,,
16-09-2008,25.9,24.2,28,51.1,,,,,
17-09-2008,25.1,23.5,26.1,111,,,,,
18-09-2008,27,24.2,29.8,14,,,,,
19-09-2008,29,25.5,33.6,24.9,,,,,
20-09-2008,26.7,,33.6,0,,,,,
21-09-2008,26.4,23.6,31,65,,,,,
22-09-2008,25.9,23.5,30.4,69.1,,,,,
23-09-2008,27.4,24.2,30.5,6.1,,,,,
24-09-2008,26.1,,32,2,,,,,
25-09-2008,27.6,22.8,32.5,73.9,,,,,
26-09-2008,28.4,24.6,33.3,0,,,,,
27-09-2008,28.8,24.3,34,,,,,,
28-09-2008,28.2,24.1,34.5,,,,,,
29-09-2008,28.7,25,32.8,,,,,,
30-09-2008,28.3,23.6,33.6,,,,,,
01-10-2008,28.2,25.3,33.4,,,,,,
02-10-2008,27.9,25.1,33,,,,,,
03-10-2008,28.7,25.4,34,,,,,,
04-10-2008,28.8,24.6,34.6,,,,,,
05-10-2008,29.3,25.2,35.2,,,,,,
06-10-2008,28.3,24.8,34.6,0,,,,,
07-10-2008,29,24.6,35.2,,,,,,
08-10-2008,29.3,24.4,34.9,,,,,,
09-10-2008,27.8,,35.9,,,,,,
10-10-2008,28.2,22.2,33.5,,,,,,
11-10-2008,28.9,25,34.4,,,,,,
12-10-2008,28.6,24.8,34.5,,,,,,
13-10-2008,29.2,25,34,,,,,,
14-10-2008,28.4,24.7,33.5,,,,,,
15-10-2008,28.5,23.8,33.7,,,,,,
16-10-2008,28.4,24,33.6,,,,,,
17-10-2008,28.4,23.5,34.1,,,,,,
18-10-2008,28.2,23.4,34,,,,,,
19-10-2008,28.5,24,33.7,,,,,,
20-10-2008,27.8,24,33.3,,,,,,
21-10-2008,26.4,22.6,33,,,,,,
22-10-2008,26.9,21.8,32.6,,,,,,
23-10-2008,24.5,,28.5,0,,,,,
24-10-2008,26.4,22,30.7,0,,,,,
25-10-2008,24.2,23.3,25.5,4.1,,,,,
26-10-2008,25.3,23,29.6,7.1,,,,,
27-10-2008,24.7,21.2,30,0,,,,,
28-10-2008,26.1,20.6,32.6,,,,,,
29-10-2008,26.5,22,32.1,,,,,,
30-10-2008,25.4,18.8,,,,,,,
31-10-2008,25.8,20.8,32.6,,,,,,
01-11-2008,25.1,,32.7,,,,,,
02-11-2008,24.6,18.7,,,,,,,
03-11-2008,25,18.7,32.2,,,,,,
04-11-2008,25.8,21.2,31.6,,,,,,
05-11-2008,25.8,,32.9,,,,,,
06-11-2008,25.4,18.8,33.2,,,,,,
07-11-2008,25.4,20.2,,,,,,,
08-11-2008,25.2,18.5,33,,,,,,
09-11-2008,25.6,19.8,32.9,,,,,,
10-11-2008,25.6,19.9,33,,,,,,
11-11-2008,24.9,19.6,31.7,,,,,,
12-11-2008,24.9,19.6,32.1,,,,,,
13-11-2008,23.8,18.6,30,,,,,,
14-11-2008,25.1,20.7,29.6,,,,,,
15-11-2008,23,,25.6,0.3,,,,,
16-11-2008,23.2,,26.5,1,,,,,
17-11-2008,25.6,20.8,30.7,3,,,,,
18-11-2008,26.1,21.3,31.8,0,,,,,
19-11-2008,25.8,21.2,32.2,,,,,,
20-11-2008,25.7,20.9,32.5,,,,,,
21-11-2008,26,21.4,33.1,,,,,,
22-11-2008,25.2,21.1,32.2,,,,,,
23-11-2008,23.9,,31,,,,,,
24-11-2008,22.9,17.6,30.4,,,,,,
25-11-2008,23.1,16,30.6,,,,,,
26-11-2008,22.1,15.1,30,,,,,,
27-11-2008,22.3,16.9,29.5,,,,,,
28-11-2008,22.7,16.5,30.8,,,,,,
29-11-2008,22.6,17,31,,,,,,
30-11-2008,23.3,17,31,,,,,,
01-12-2008,24,17.5,,,,,,,
02-12-2008,23.9,18.5,31.6,,,,,,
03-12-2008,24.2,18.9,31.9,,,,,,
04-12-2008,24.1,19.3,31.6,,,,,,
05-12-2008,23.8,19.7,30.9,,,,,,
06-12-2008,23.8,19.8,29.6,,,,,,
07-12-2008,23.8,19,29.5,,,,,,
08-12-2008,23.3,,30.6,,,,,,
09-12-2008,23.8,18.2,31.1,,,,,,
10-12-2008,24.5,19.2,32.3,,,,,,
11-12-2008,24.4,19.6,31.6,,,,,,
12-12-2008,24.9,19.8,32,,,,,,
13-12-2008,24.4,,33.1,,,,,,
14-12-2008,24.7,17.2,32.5,,,,,,
15-12-2008,24.3,18.6,32.5,,,,,,
16-12-2008,23.7,19.9,30.9,,,,,,
17-12-2008,23.5,19,30.6,,,,,,
18-12-2008,21.3,17.4,,,,,,,
19-12-2008,22.3,17,29.3,,,,,,
20-12-2008,23.3,18.4,30.3,,,,,,
21-12-2008,23.6,18.3,31,,,,,,
22-12-2008,22.7,19.6,28,,,,,,
23-12-2008,21.9,18,28.5,,,,,,
24-12-2008,21.7,16.4,28,,,,,,
25-12-2008,21.6,17.5,27.9,,,,,,
26-12-2008,20.4,16.5,,,,,,,
27-12-2008,21.3,14,,,,,,,
28-12-2008,20.9,13.7,29.5,,,,,,
29-12-2008,22,15,30.5,,,,,,
30-12-2008,21.9,15,30,,,,,,
31-12-2008,22.9,16,31.5,,,,,,
01-01-2009,22.3,16.4,29.5,,,,,,
02-01-2009,22.4,17.8,,,,,,,
03-01-2009,21.9,17.9,29,,,,,,
04-01-2009,22.6,16.6,30.6,,,,,,
05-01-2009,22.6,15.8,31,,,,,,
06-01-2009,22.8,16.3,31.2,,,,,,
07-01-2009,23.5,17.1,30.6,,,,,,
08-01-2009,22.7,18.6,29.6,,,,,,
09-01-2009,23.1,17.4,29.6,,,,,,
10-01-2009,22.6,17.4,30,,,,,,
11-01-2009,23.2,18.3,30,,,,,,
12-01-2009,23.1,18.1,29.3,,,,,,
13-01-2009,22.9,18.9,29.2,,,,,,
14-01-2009,22.5,17.3,29.2,,,,,,
15-01-2009,22.3,16.4,29.2,,,,,,
16-01-2009,23.2,16.6,29.9,,,,,,
17-01-2009,22.9,17.1,29.8,,,,,,
18-01-2009,23.2,16.6,30.6,,,,,,
19-01-2009,23,17,31.2,,,,,,
20-01-2009,23.6,16.8,32.3,,,,,,
21-01-2009,24.8,15.9,32.7,,,,,,
22-01-2009,23.7,18.4,,,,,,,
23-01-2009,22.6,17.8,31,,,,,,
24-01-2009,24.7,16.6,33.6,,,,,,
25-01-2009,24.6,17.6,33.7,,,,,,
26-01-2009,25.5,19.5,34,,,,,,
27-01-2009,26.1,17.6,35.7,,,,,,
28-01-2009,26.3,18.8,34,,,,,,
29-01-2009,25.3,21.4,31.4,,,,,,
30-01-2009,25.6,20.1,33.2,,,,,,
31-01-2009,26.1,22.2,33,,,,,,
01-02-2009,26,21.8,32.5,,,,,,
02-02-2009,26.5,20.8,34.2,,,,,,
03-02-2009,26.2,20.5,33.1,,,,,,
04-02-2009,25.7,19.5,33.6,,,,,,
05-02-2009,27,20.8,33.6,,,,,,
06-02-2009,26.4,21.2,33.5,,,,,,
07-02-2009,24.9,20.5,34.3,,,,,,
08-02-2009,25.6,19.2,33.8,,,,,,
09-02-2009,26.2,19.4,34.5,,,,,,
10-02-2009,24.2,19.5,33.6,,,,,,
11-02-2009,25.7,19.8,33.4,,,,,,
12-02-2009,26.5,19.2,35.3,,,,,,
13-02-2009,25.3,18.4,32.7,,,,,,
14-02-2009,26.3,19.9,34,,,,,,
15-02-2009,26.6,19.5,34.2,,,,,,
16-02-2009,25.9,20.8,34,,,,,,
17-02-2009,25.9,19,34,,,,,,
18-02-2009,26.6,19.4,34.1,,,,,,
19-02-2009,26.1,20.1,33.5,,,,,,
20-02-2009,27.1,20.7,34.9,,,,,,
21-02-2009,27.7,20.6,36.9,,,,,,
22-02-2009,27.9,18.9,38,,,,,,
23-02-2009,28.1,19.9,37,,,,,,
24-02-2009,28.7,23.3,38.2,,,,,,
25-02-2009,29.9,23,40.4,,,,,,
26-02-2009,29.8,23.3,38.5,,,,,,
27-02-2009,29.5,24.2,38.5,,,,,,
28-02-2009,28.9,23.6,37.2,,,,,,
01-03-2009,27.2,21.8,,,,,,,
02-03-2009,28.9,21.9,36,,,,,,
03-03-2009,28.5,22,38,,,,,,
04-03-2009,29.6,22.1,39.4,,,,,,
05-03-2009,29,24.4,38.3,,,,,,
06-03-2009,28.2,22.2,,,,,,,
07-03-2009,29.1,21,38.4,,,,,,
08-03-2009,28.3,23.7,35.8,,,,,,
09-03-2009,28.4,23.8,36,,,,,,
10-03-2009,26.8,24.6,30.2,,,,,,
11-03-2009,29.1,22.7,37.6,,,,,,
12-03-2009,28.6,23.4,38.4,,,,,,
13-03-2009,27.4,21,36.1,,,,,,
14-03-2009,27.7,20.1,35.8,,,,,,
15-03-2009,27.3,20,34.7,,,,,,
16-03-2009,26.7,22.2,33.4,,,,,,
17-03-2009,26.7,20.6,35.6,,,,,,
18-03-2009,27.7,20.9,36,,,,,,
19-03-2009,29.1,23.2,37.2,,,,,,
20-03-2009,28.8,23.6,35.6,,,,,,
21-03-2009,28.8,21.3,36.2,,,,,,
22-03-2009,29.1,23.6,36.6,,,,,,
23-03-2009,29.4,23,37.5,,,,,,
24-03-2009,29.4,23.6,37.5,,,,,,
25-03-2009,30.3,24.4,37.4,,,,,,
26-03-2009,29.9,23,37.4,,,,,,
27-03-2009,30.2,23.2,38.4,,,,,,
28-03-2009,29.6,25,36.4,,,,,,
29-03-2009,28.8,25,36.1,,,,,,
30-03-2009,30,25.3,36.8,,,,,,
31-03-2009,30.3,26.3,37.8,,,,,,
01-04-2009,30.6,25,39.4,,,,,,
02-04-2009,30.7,24.6,38.6,,,,,,
03-04-2009,30.4,26.3,37,,,,,,
04-04-2009,30.9,26.2,38.3,,,,,,
05-04-2009,30.6,,37.9,,,,,,
06-04-2009,31.1,25,40.4,,,,,,
07-04-2009,30.9,26.6,38,,,,,,
08-04-2009,30.6,25.9,36.6,,,,,,
09-04-2009,30,,37.7,,,,,,
10-04-2009,30.4,22.8,38.8,,,,,,
11-04-2009,31.4,25,40,,,,,,
12-04-2009,30.9,25.5,38.8,,,,,,
13-04-2009,31.3,24.2,39,,,,,,
14-04-2009,30.7,23.6,38.9,,,,,,
15-04-2009,31.3,24.9,37.4,,,,,,
16-04-2009,28.1,,32.2,,,,,,
17-04-2009,31.3,25.4,36.7,0,,,,,
18-04-2009,31.3,27.8,38.6,,,,,,
19-04-2009,32.3,27.7,40,,,,,,
20-04-2009,32.8,27.4,41.3,,,,,,
21-04-2009,32.8,28,40.8,,,,,,
22-04-2009,32.7,27.8,40.7,,,,,,
23-04-2009,33.2,27.9,42.6,,,,,,
24-04-2009,32.6,26.8,42.8,,,,,,
25-04-2009,32.1,27,39.4,,,,,,
26-04-2009,32.1,26.8,40.8,,,,,,
27-04-2009,32.3,26.8,39.5,,,,,,
28-04-2009,31.8,28,39,,,,,,
29-04-2009,31.4,27.2,38.6,,,,,,
30-04-2009,31.2,26.6,38.7,,,,,,
01-05-2009,31.2,26.4,37.4,,,,,,
02-05-2009,31.5,,38.4,,,,,,
03-05-2009,30.8,,38.4,,,,,,
04-05-2009,30.9,24,37.3,0.5,,,,,
05-05-2009,32.2,26.1,40.3,0,,,,,
06-05-2009,32.9,26.7,39.4,,,,,,
07-05-2009,32.9,27.5,39.8,,,,,,
08-05-2009,32.3,28.4,39.6,,,,,,
09-05-2009,31.6,27.3,39.6,,,,,,
10-05-2009,32.6,27.8,40.6,,,,,,
11-05-2009,32.5,29,38.8,,,,,,
12-05-2009,30.5,,36.4,,,,,,
13-05-2009,31.1,23.2,37.6,0,,,,,
14-05-2009,31.1,,39.8,0,,,,,
15-05-2009,30.6,25.2,38,2,,,,,
16-05-2009,30.8,26.6,37.1,0,,,,,
17-05-2009,31.7,27.6,37.4,,,,,,
18-05-2009,31.9,,38,,,,,,
19-05-2009,32,28,38,0,,,,,
20-05-2009,31.6,28,37,,,,,,
21-05-2009,31.8,27.6,38.2,,,,,,
22-05-2009,32.3,27.4,38.6,,,,,,
23-05-2009,32.3,27.7,38.4,,,,,,
24-05-2009,26.6,,31.5,,,,,,
25-05-2009,26.2,23.2,29,77,,,,,
26-05-2009,31.3,24.2,38.3,11.9,,,,,
27-05-2009,31.2,,36.6,0,,,,,
28-05-2009,31.8,27,38,,,,,,
29-05-2009,29.6,,36.6,,,,,,
30-05-2009,29.6,25.1,33.7,0,,,,,
31-05-2009,32.2,27,39.3,,,,,,
01-06-2009,33.2,27.6,40.4,0,,,,,
02-06-2009,34.2,29.2,41.4,0.5,,,,,
03-06-2009,34.7,27.6,41.6,0.8,,,,,
04-06-2009,29.7,,35,1,,,,,
05-06-2009,29.8,22.8,36.6,43.9,,,,,
06-06-2009,29.7,25,35.5,0,,,,,
07-06-2009,31.4,25.8,,0,,,,,
08-06-2009,32.9,27.8,40.4,,,,,,
09-06-2009,32.3,28.7,37.6,,,,,,
10-06-2009,31.8,,36,,,,,,
11-06-2009,30.4,,37.4,,,,,,
12-06-2009,31.5,24.6,38.6,1,,,,,
13-06-2009,33,28,40.1,0,,,,,
14-06-2009,30.5,,39.8,,,,,,
15-06-2009,32.7,25,39.5,,,,,,
16-06-2009,,,,,,,,,
17-06-2009,32.8,,,,,,,,
18-06-2009,,,,,,,,,
19-06-2009,31.7,,41,,,,,,
20-06-2009,33.6,26,40.5,,,,,,
21-06-2009,35.2,29.8,43.1,,,,,,
22-06-2009,35.8,30.1,44.6,,,,,,
23-06-2009,36.3,30,44.6,,,,,,
24-06-2009,31.5,,40,,,,,,
25-06-2009,30.3,23,33.6,,,,,,
26-06-2009,29.6,27.6,35,,,,,,
27-06-2009,29.2,28,31.9,,,,,,
28-06-2009,30.6,,34.8,,,,,,
29-06-2009,29,,34.3,,,,,,
30-06-2009,29,,34.7,,,,,,
01-07-2009,28.6,24.6,33.1,24.9,,,,,
02-07-2009,29,,33.4,4.1,,,,,
03-07-2009,26.2,24,32.1,23.1,,,,,
04-07-2009,28.2,25.2,31.6,8.9,,,,,
05-07-2009,27.9,,30.3,0,,,,,
06-07-2009,26.7,25.9,29,3,,,,,
07-07-2009,26.9,25,28.6,8.9,,,,,
08-07-2009,27.6,26.3,30.2,0.5,,,,,
09-07-2009,25.9,24.9,26.8,11.9,,,,,
10-07-2009,25.9,24.4,27.2,37.1,,,,,
11-07-2009,28.3,25.4,31.6,8.9,,,,,
12-07-2009,26.1,,27.6,2,,,,,
13-07-2009,25.9,24.4,28.6,85.1,,,,,
14-07-2009,26.8,25.4,29.6,47,,,,,
15-07-2009,26.4,24.7,28.8,68.1,,,,,
16-07-2009,28.1,25,31.1,4.1,,,,,
17-07-2009,28.9,26.4,31.6,0.5,,,,,
18-07-2009,25.9,,27.8,4.1,,,,,
19-07-2009,26,23.5,31.5,85.1,,,,,
20-07-2009,26.1,25,28.5,7.9,,,,,
21-07-2009,29.2,24.7,34.1,32,,,,,
22-07-2009,29.1,26,33.4,0,,,,,
23-07-2009,30.6,26.4,35.2,0.3,,,,,
24-07-2009,31.6,27.5,36,0,,,,,
25-07-2009,30.9,26.8,34.6,0,,,,,
26-07-2009,28.1,,29.4,,,,,,
27-07-2009,28.5,26,32.9,,,,,,
28-07-2009,27.3,25.7,29.7,,,,,,
29-07-2009,28.6,,34.2,,,,,,
30-07-2009,29.2,24.4,33.7,8.9,,,,,
31-07-2009,30.8,26.7,35.4,0,,,,,
